2006,Denmark,1.61
2007,Denmark,1.76
2008,Denmark,1.94
2009,Denmark,2.13
2010,Denmark,1.96
2011,Denmark,1.96
2012,Denmark,1.95
2013,Denmark,1.88
2014,Denmark,1.86
2015,Denmark,1.89
2016,Denmark,1.89
2017,Denmark,0
2000,Estonia,0.14
2001,Estonia,0.24
2002,Estonia,0.22
2003,Estonia,0.26
2004,Estonia,0.33
2005,Estonia,0.42
2006,Estonia,0.50
2007,Estonia,0.50
2008,Estonia,0.54
2009,Estonia,0.62
2010,Estonia,0.79
2011,Estonia,1.46
2012,Estonia,1.22
2013,Estonia,0.82
2014,Estonia,0.63
2015,Estonia,0.69
2016,Estonia,0.66
2017,Estonia,0
2000,Finland,2.30
2001,Finland,2.27
2002,Finland,2.28
2003,Finland,2.33
2004,Finland,2.32
2005,Finland,2.36
2006,Finland,2.38
2007,Finland,2.42
2008,Finland,2.63
2009,Finland,2.68
2010,Finland,2.59
2011,Finland,2.56
2012,Finland,2.35
2013,Finland,2.26
2014,Finland,2.15
2015,Finland,1.93
2016,Finland,1.81
2017,Finland,0
2000,Germany,1.68
2001,Germany,1.67
2002,Germany,1.67
2003,Germany,1.71
2004,Germany,1.69
2005,Germany,1.68
2006,Germany,1.72
2007,Germany,1.71
2008,Germany,1.80
2009,Germany,1.84
2010,Germany,1.82
2011,Germany,1.89
2012,Germany,1.95
2013,Germany,1.90
2014,Germany,1.94
2015,Germany,2.00
2016,Germany,2.00
2017,Germany,0
2000,Greece,0.14
2001,Greece,0.18
2002,Greece,0.18
2003,Greece,0.18
2004,Greece,0.16
2005,Greece,0.18
2006,Greece,0.17
2007,Greece,0.16
2008,Greece,0.21
2009,Greece,0.23
2010,Greece,0.24
2011,Greece,0.23
2012,Greece,0.24
2013,Greece,0.27
2014,Greece,0.28
2015,Greece,0.32
2016,Greece,0.41
2017,Greece,0
2000,Hungary,0.35
2001,Hungary,0.37
2002,Hungary,0.35
2003,Hungary,0.34
2004,Hungary,0.35
2005,Hungary,0.40
2006,Hungary,0.47
2007,Hungary,0.48
2008,Hungary,0.51
2009,Hungary,0.65
2010,Hungary,0.68
2011,Hungary,0.74
2012,Hungary,0.83
2013,Hungary,0.96
2014,Hungary,0.97
2015,Hungary,1.00
2016,Hungary,0.89
2017,Hungary,0
2000,Iceland,1.46
2001,Iceland,1.69
2002,Iceland,1.63
2003,Iceland,1.42
2004,Iceland,0
2005,Iceland,1.39
2006,Iceland,1.56
2007,Iceland,1.41
2008,Iceland,1.38
2009,Iceland,1.33
2010,Iceland,1.32
2011,Iceland,1.32
2012,Iceland,0
2013,Iceland,0.98
2014,Iceland,1.23
2015,Iceland,1.42
2016,Iceland,1.32
2017,Iceland,0
2000,Ireland,0.78
2001,Ireland,0.74
2002,Ireland,0.73
2003,Ireland,0.76
2004,Ireland,0.77
2005,Ireland,0.78
2006,Ireland,0.79
2007,Ireland,0.81
2008,Ireland,0.90
2009,Ireland,1.10
2010,Ireland,1.09
2011,Ireland,1.08
2012,Ireland,1.12
2013,Ireland,1.12
2014,Ireland,1.08
2015,Ireland,0.85
2016,Ireland,0.83
2017,Ireland,0
2000,Israel,3.17
2001,Israel,3.38
2002,Israel,3.31
2003,Israel,3.06
2004,Israel,3.11
2005,Israel,3.30
2006,Israel,3.39
2007,Israel,3.72
2008,Israel,3.61
2009,Israel,3.45
2010,Israel,3.27
2011,Israel,3.36
2012,Israel,3.50
2013,Israel,3.50
2014,Israel,3.55
2015,Israel,3.63
2016,Israel,3.64
2017,Israel,0
2000,Italy,0.50
2001,Italy,0.51
2002,Italy,0.52
2003,Italy,0.50
2004,Italy,0.50
2005,Italy,0.53
2006,Italy,0.53
2007,Italy,0.59
2008,Italy,0.62
2009,Italy,0.65
2010,Italy,0.66
2011,Italy,0.66
2012,Italy,0.69
2013,Italy,0.72
2014,Italy,0.76
2015,Italy,0.78
2016,Italy,0.75
2017,Italy,0
2000,Japan,2.06
2001,Japan,2.19
2002,Japan,2.24
2003,Japan,2.28
2004,Japan,2.28
2005,Japan,2.43
2006,Japan,2.53
2007,Japan,2.60
2008,Japan,2.62
2009,Japan,2.45
2010,Japan,2.40
2011,Japan,2.50
2012,Japan,2.46
2013,Japan,2.52
2014,Japan,2.64
2015,Japan,2.57
2016,Japan,2.47
2017,Japan,0
2000,Korea,1.61
2001,Korea,1.78
2002,Korea,1.70
2003,Korea,1.79
2004,Korea,1.94
2005,Korea,2.02
2006,Korea,2.19
2007,Korea,2.29
2008,Korea,2.35
2009,Korea,2.45
2010,Korea,2.59
2011,Korea,2.87
2012,Korea,3.14
2013,Korea,3.26
2014,Korea,3.35
2015,Korea,3.27
2016,Korea,3.29
2017,Korea,0
2000,Latvia,0.18
2001,Latvia,0.15
2002,Latvia,0.17
2003,Latvia,0.12
2004,Latvia,0.18
2005,Latvia,0.22
2006,Latvia,0.33
2007,Latvia,0.18
2008,Latvia,0.15
2009,Latvia,0.16
2010,Latvia,0.23
2011,Latvia,0.19
2012,Latvia,0.15
2013,Latvia,0.17
2014,Latvia,0.24
2015,Latvia,0.15
2016,Latvia,0.11
2017,Latvia,0
2000,Luxembourg,1.46
2001,Luxembourg,0
2002,Luxembourg,0
2003,Luxembourg,1.45
2004,Luxembourg,1.41
2005,Luxembourg,1.36
2006,Luxembourg,1.43
2007,Luxembourg,1.33
2008,Luxembourg,1.26
2009,Luxembourg,1.27
2010,Luxembourg,1.00
2011,Luxembourg,0.96
2012,Luxembourg,0.70
2013,Luxembourg,0.68
2014,Luxembourg,0.68
2015,Luxembourg,0.66
2016,Luxembourg,0.64
2017,Luxembourg,0
2000,Mexico,0.10
2001,Mexico,0.11
2002,Mexico,0.13
2003,Mexico,0.13
2004,Mexico,0.17
2005,Mexico,0.19
2006,Mexico,0.18
2007,Mexico,0.18
2008,Mexico,0.16
2009,Mexico,0.19
2010,Mexico,0.19
2011,Mexico,0.18
2012,Mexico,0.15
2013,Mexico,0.16
2014,Mexico,0.16
2015,Mexico,0.16
2016,Mexico,0.15
2017,Mexico,0
2000,Netherlands,0.99
2001,Netherlands,0.99
2002,Netherlands,0.92
2003,Netherlands,0.95
2004,Netherlands,0.97
2005,Netherlands,0.95
2006,Netherlands,0.95
2007,Netherlands,0.90
2008,Netherlands,0.82
2009,Netherlands,0.79
2010,Netherlands,0.83
2011,Netherlands,1.08
2012,Netherlands,1.10
2013,Netherlands,1.09
2014,Netherlands,1.12
2015,Netherlands,1.12
2016,Netherlands,1.16
2017,Netherlands,0
2000,NewZealand,0
2001,NewZealand,0.41
2002,NewZealand,0
2003,NewZealand,0.47
2004,NewZealand,0
2005,NewZealand,0.47
2006,NewZealand,0
2007,NewZealand,0.49
2008,NewZealand,0
2009,NewZealand,0.52
2010,NewZealand,0
2011,NewZealand,0.56
2012,NewZealand,0
2013,NewZealand,0.54
2014,NewZealand,0
2015,NewZealand,0.64
2016,NewZealand,0
2017,NewZealand,0
2000,Norway,0
2001,Norway,0.93
2002,Norway,0.94
2003,Norway,0.96
2004,Norway,0.84
2005,Norway,0.79
2006,Norway,0.78
2007,Norway,0.82
2008,Norway,0.83
2009,Norway,0.89
2010,Norway,0.84
2011,Norway,0.85
2012,Norway,0.85
2013,Norway,0.87
2014,Norway,0.92
2015,Norway,1.04
2016,Norway,1.08
2017,Norway,0
2000,Poland,0.23
2001,Poland,0.22
2002,Poland,0.11
2003,Poland,0.15
2004,Poland,0.16
2005,Poland,0.18
2006,Poland,0.17
2007,Poland,0.17
2008,Poland,0.19
2009,Poland,0.19
2010,Poland,0.19
2011,Poland,0.22
2012,Poland,0.33
2013,Poland,0.38
2014,Poland,0.44
2015,Poland,0.47
2016,Poland,0
2017,Poland,0
2000,Portugal,0.20
2001,Portugal,0.24
2002,Portugal,0.23
2003,Portugal,0.23
2004,Portugal,0.26
2005,Portugal,0.29
2006,Portugal,0.44
2007,Portugal,0.58
2008,Portugal,0.72
2009,Portugal,0.75
2010,Portugal,0.70
2011,Portugal,0.69
2012,Portugal,0.68
2013,Portugal,0.63
2014,Portugal,0.60
2015,Portugal,0.58
2016,Portugal,0.61
2017,Portugal,0
2000,SlovakRepublic,0.42
2001,SlovakRepublic,0.42
2002,SlovakRepublic,0.36
2003,SlovakRepublic,0.31
2004,SlovakRepublic,0.25
2005,SlovakRepublic,0.25
2006,SlovakRepublic,0.20
2007,SlovakRepublic,0.18
2008,SlovakRepublic,0.20
2009,SlovakRepublic,0.19
2010,SlovakRepublic,0.26
2011,SlovakRepublic,0.25
2012,SlovakRepublic,0.33
2013,SlovakRepublic,0.38
2014,SlovakRepublic,0.32
2015,SlovakRepublic,0.33
2016,SlovakRepublic,0.40
2017,SlovakRepublic,0
2000,Slovenia,0.76
2001,Slovenia,0.85
2002,Slovenia,0.86
2003,Slovenia,0.80
2004,Slovenia,0.92
2005,Slovenia,0.83
2006,Slovenia,0.92
2007,Slovenia,0.85
2008,Slovenia,1.05
2009,Slovenia,1.17
2010,Slovenia,1.40
2011,Slovenia,1.79
2012,Slovenia,1.95
2013,Slovenia,1.97
2014,Slovenia,1.83
2015,Slovenia,1.68
2016,Slovenia,1.51
2017,Slovenia,0
2000,Spain,0.47
2001,Spain,0.47
2002,Spain,0.52
2003,Spain,0.55
2004,Spain,0.56
2005,Spain,0.59
2006,Spain,0.65
2007,Spain,0.69
2008,Spain,0.72
2009,Spain,0.70
2010,Spain,0.69
2011,Spain,0.69
2012,Spain,0.68
2013,Spain,0.67
2014,Spain,0.65
2015,Spain,0.64
2016,Spain,0.64
2017,Spain,0
2000,Sweden,0
2001,Sweden,3.03
2002,Sweden,0
2003,Sweden,2.69
2004,Sweden,2.49
2005,Sweden,2.47
2006,Sweden,2.61
2007,Sweden,2.38
2008,Sweden,2.59
2009,Sweden,2.45
2010,Sweden,2.21
2011,Sweden,2.24
2012,Sweden,2.22
2013,Sweden,2.28
2014,Sweden,2.11
2015,Sweden,2.28
2016,Sweden,2.26
2017,Sweden,0
2000,Switzerland,1.72
2001,Switzerland,0
2002,Switzerland,0
2003,Switzerland,0
2004,Switzerland,1.97
2005,Switzerland,0
2006,Switzerland,0
2007,Switzerland,0
2008,Switzerland,2.00
2009,Switzerland,0
2010,Switzerland,0
2011,Switzerland,0
2012,Switzerland,2.28
2013,Switzerland,0
2014,Switzerland,0
2015,Switzerland,2.40
2016,Switzerland,0
2017,Switzerland,0
2000,Turkey,0.16
2001,Turkey,0.18
2002,Turkey,0.15
2003,Turkey,0.11
2004,Turkey,0.12
2005,Turkey,0.19
2006,Turkey,0.21
2007,Turkey,0.29
2008,Turkey,0.31
2009,Turkey,0.32
2010,Turkey,0.34
2011,Turkey,0.35
2012,Turkey,0.38
2013,Turkey,0.39
2014,Turkey,0.43
2015,Turkey,0.44
2016,Turkey,0
2017,Turkey,0
2000,UnitedKingdom,1.06
2001,UnitedKingdom,1.06
2002,UnitedKingdom,1.06
2003,UnitedKingdom,1.02
2004,UnitedKingdom,0.97
2005,UnitedKingdom,0.96
2006,UnitedKingdom,0.98
2007,UnitedKingdom,1.02
2008,UnitedKingdom,1.01
2009,UnitedKingdom,1.02
2010,UnitedKingdom,1.02
2011,UnitedKingdom,1.06
2012,UnitedKingdom,1.02
2013,UnitedKingdom,1.05
2014,UnitedKingdom,1.09
2015,UnitedKingdom,1.11
2016,UnitedKingdom,1.13
2017,UnitedKingdom,0
2000,UnitedStates,1.94
2001,UnitedStates,1.90
2002,UnitedStates,1.77
2003,UnitedStates,1.74
2004,UnitedStates,1.70
2005,UnitedStates,1.73
2006,UnitedStates,1.79
2007,UnitedStates,1.86
2008,UnitedStates,1.97
2009,UnitedStates,1.96
2010,UnitedStates,1.86
2011,UnitedStates,1.90
2012,UnitedStates,1.87
2013,UnitedStates,1.93
2014,UnitedStates,1.96
2015,UnitedStates,1.96
2016,UnitedStates,1.95
2017,UnitedStates,0
2000,EuropeanUnion(28countries),1.06
2001,EuropeanUnion(28countries),1.08
2002,EuropeanUnion(28countries),1.06
2003,EuropeanUnion(28countries),1.05
2004,EuropeanUnion(28countries),1.04
2005,EuropeanUnion(28countries),1.03
2006,EuropeanUnion(28countries),1.06
2007,EuropeanUnion(28countries),1.06
2008,EuropeanUnion(28countries),1.10
2009,EuropeanUnion(28countries),1.12
2010,EuropeanUnion(28countries),1.12
2011,EuropeanUnion(28countries),1.17
2012,EuropeanUnion(28countries),1.20
2013,EuropeanUnion(28countries),1.21
2014,EuropeanUnion(28countries),1.23
2015,EuropeanUnion(28countries),1.25
2016,EuropeanUnion(28countries),1.24
2017,EuropeanUnion(28countries),0
2000,EuropeanUnion(15countries),1.14
2001,EuropeanUnion(15countries),1.16
2002,EuropeanUnion(15countries),1.16
2003,EuropeanUnion(15countries),1.15
2004,EuropeanUnion(15countries),1.13
2005,EuropeanUnion(15countries),1.13
2006,EuropeanUnion(15countries),1.15
2007,EuropeanUnion(15countries),1.17
2008,EuropeanUnion(15countries),1.21
2009,EuropeanUnion(15countries),1.23
2010,EuropeanUnion(15countries),1.24
2011,EuropeanUnion(15countries),1.29
2012,EuropeanUnion(15countries),1.31
2013,EuropeanUnion(15countries),1.32
2014,EuropeanUnion(15countries),1.34
2015,EuropeanUnion(15countries),1.35
2016,EuropeanUnion(15countries),1.35
2017,EuropeanUnion(15countries),0
2000,OECD-Total,1.47
2001,OECD-Total,1.49
2002,OECD-Total,1.44
2003,OECD-Total,1.43
2004,OECD-Total,1.42
2005,OECD-Total,1.45
2006,OECD-Total,1.49
2007,OECD-Total,1.52
2008,OECD-Total,1.57
2009,OECD-Total,1.56
2010,OECD-Total,1.52
2011,OECD-Total,1.56
2012,OECD-Total,1.57
2013,OECD-Total,1.60
2014,OECD-Total,1.63
2015,OECD-Total,1.63
2016,OECD-Total,1.62
2017,OECD-Total,0
